"","sciname","Genus","Species","SpeciesRefNo","Author","FBname","PicPreferredName","PicPreferredNameM","PicPreferredNameF","PicPreferredNameJ","FamCode","Subfamily","GenCode","SubGenCode","BodyShapeI","Source","AuthorRef","Remark","TaxIssue","Fresh","Brack","Saltwater","DemersPelag","AnaCat","MigratRef","DepthRangeShallow","DepthRangeDeep","DepthRangeRef","DepthRangeComShallow","DepthRangeComDeep","DepthComRef","LongevityWild","LongevityWildRef","LongevityCaptive","LongevityCapRef","Vulnerability","Length","LTypeMaxM","LengthFemale","LTypeMaxF","MaxLengthRef","CommonLength","LTypeComM","CommonLengthF","LTypeComF","CommonLengthRef","Weight","WeightFemale","MaxWeightRef","Pic","PictureFemale","LarvaPic","EggPic","ImportanceRef","Importance","PriceCateg","PriceReliability","Remarks7","LandingStatistics","Landings","MainCatchingMethod","II","MSeines","MGillnets","MCastnets","MTraps","MSpears","MTrawls","MDredges","MLiftnets","MHooksLines","MOther","UsedforAquaculture","LifeCycle","AquacultureRef","UsedasBait","BaitRef","Aquarium","AquariumFishII","AquariumRef","GameFish","GameRef","Dangerous","DangerousRef","Electrogenic","ElectroRef","Complete","GoogleImage","Comments","Profile","PD50","Emblematic","Entered","DateEntered","Modified","DateModified","Expert","DateChecked","TS","SpecCode"
"115","Cryptacanthodes maculatus","Cryptacanthodes","maculatus",7251,"Storer, 1839","Wrymouth","Crmac_u2.jpg",NA,NA,NA,394,NA,5460,NA,"eel-like","O",NA,NA,0,0,0,-1,"demersal",NA,NA,1,110,5951,NA,NA,NA,NA,NA,NA,NA,51.87,97,"TL",NA,NA,49746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Burrows in soft muddy bottoms from shallow water to 110 m depth. Feeds mainly on benthic infauna found in and around its burrow system; its prey consisting of various amphipods, polychaetes, shrimp and small fish (Ref. 87300).",NA,0.625,0,1,"1991-05-01T00:00:00.000Z",3,"2011-07-20T00:00:00.000Z",10,"1994-08-27T00:00:00.000Z",NA,3815
"116","Culaea inconstans","Culaea","inconstans",5723,"(Kirtland, 1840)","Brook stickleback","Cuinc_u1.jpg","Cuinc_m0.jpg",NA,NA,260,NA,8986,NA,"fusiform / normal","O",NA,NA,0,-1,0,0,"demersal",NA,NA,0,55,1998,NA,NA,NA,2,12193,NA,NA,14.86,8.7,"TL",NA,NA,5723,5,"TL",NA,NA,12193,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"occasionally",1998,"commercial",NA,1998,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Adults inhabit cool, vegetated, sand or mud bottoms of  lakes and ponds.  Also in pools and backwaters of creeks and small rivers (Ref. 1998, 10294).  Rarely found in brackish water.  Feed on crustacean and insect larvae, eggs and larvae of fishes, snails, oligochaetes and algae (Ref. 1998, 10294).  Preyed upon by kingfishers, herons, and mergansers and occasionally by  fishes like <i>Salvelinus fontinalis</i> and <i>Esox lucius</i> (Ref. 1998). Males build, guard and aerate the nest where the eggs are deposited (Ref. 205).",NA,1,0,1,"1991-05-01T00:00:00.000Z",2,"2011-07-08T00:00:00.000Z",113,"1995-12-22T00:00:00.000Z",NA,3271
"117","Cyclopterus lumpus","Cyclopterus","lumpus",4701,"Linnaeus, 1758","Lumpfish","Cylum_u1.jpg",NA,NA,NA,284,NA,2057,NA,"short and / or deep","R",NA,NA,0,0,0,-1,"benthopelagic","oceanodromous",51243,0,868,58496,50,150,4701,13,54207,NA,NA,46.79,61,"TL",42.9,"SL",58426,NA,NA,NA,NA,NA,9500,5000,4701,"CYLUM_U1",NA,"CYLUM_L0",NA,4931,"commercial","low","Reliable: based on ex-vessel price for this species",NA,"from 10,000 to 50,000",NA,"seines"," ",0,-1,0,0,0,-1,0,0,-1,-1,"never/rarely"," ",NA,"usually",9737,"never/rarely","based mainly on capture",12253,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Basically solitary rather than a schooling fish.  They exhibit a homing instinct (Ref. 9737).  Adults inhabit rocky bottoms but may occur among floating seaweed.  They migrate considerable distances in an annual cycle between deeper waters in winter and shallower waters in summer (Ref. 26141).  Maximum depth reported at 868 m (Ref. 58426).  Epibenthic-pelagic (Ref. 58426).  Juveniles are found among algal clumps in bays and fjords moving offshore as they mature (Ref. 96431).  During the spawning season the males become reddish in color on the underside, whereas females turn blue-green.  Adults feed on ctenophores, medusas, small crustaceans, polychaetes, jelly fish and  small fishes.  Valued for their eggs, which make an inexpensive caviar (Ref. 9988).  Eaten in Nordic countries, marketed fresh or smoked.  Male flesh is most demanded and roe is sold fresh (Ref. 35388).",NA,1,0,1,"1990-10-17T00:00:00.000Z",2,"2014-06-27T00:00:00.000Z",1,"1995-09-22T00:00:00.000Z",NA,62
"118","Cymbacephalus beauforti","Cymbacephalus","beauforti",1602,"(Knapp, 1973)","Crocodile fish","Cybea_u5.jpg",NA,NA,NA,273,NA,1524,NA,"elongated","O",NA,NA,0,0,0,-1,"reef-associated","non-migratory",NA,1,12,90102,2,3,9790,NA,NA,NA,NA,36.98,50,"TL",NA,NA,9710,35,"TL",NA,NA,9790,NA,NA,NA,"CYBEA_U0",NA,NA,NA,NA,"subsistence fisheries","high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,-1,0,0,0,0,0,"never/rarely",NA,NA,NA,NA,NA,NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Lives on sand or rubble substrates of sheltered or semi-exposed reefs to a depth of at least 8 m (Ref. 9710).  Well camouflaged on reefs (Ref. 48635). Also found in coral reefs and mangrove area in about 1-12 m (Ref 90102).",NA,0.5625,0,10,"1995-02-20T00:00:00.000Z",2291,"2013-03-07T00:00:00.000Z",138,"1995-10-06T00:00:00.000Z",NA,12826
"119","Cymbacephalus nematophthalmus","Cymbacephalus","nematophthalmus",3132,"(Günther, 1860)","Fringe-eyed flathead","Cynem_u4.jpg",NA,NA,NA,273,NA,1524,NA,"elongated","O",NA,NA,0,0,-1,-1,"demersal","non-migratory",NA,0,20,86942,NA,NA,NA,NA,NA,NA,NA,40.63,58,"TL",NA,NA,9790,30,"TL",NA,NA,9790,655,NA,3132,"CYNEM_U0",NA,NA,NA,NA,"subsistence fisheries","high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,-1,0,0,0,-1,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Inhabits shallow rocky coastal areas frequently associated with weed beds and mangroves, most commonly at depths of less than 5 m (Ref. 9790).  Also found on sand bottoms (Ref. 3132).",NA,0.5625,0,2,"1994-06-14T00:00:00.000Z",2291,"2015-04-23T00:00:00.000Z",138,"1995-10-06T00:00:00.000Z",NA,10776
"120","Cymbacephalus staigeri","Cymbacephalus","staigeri",9790,"(Castelnau, 1875)","Northern rock flathead",NA,NA,NA,NA,273,NA,1524,NA,"elongated","O",NA,NA,0,0,0,-1,"demersal","non-migratory",NA,NA,46,9790,NA,10,9790,NA,NA,NA,NA,36.98,50,"TL",NA,NA,9790,40,"TL",NA,NA,9790,NA,NA,NA,NA,NA,NA,NA,9790,"subsistence fisheries","high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,"trawls",NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Found on the continental shelf, inshore region (Ref. 7300).  Apparently associated with aquatic vegetation.  Has been taken by trawl at depths from 15 to 46 m, frequently found at depths of 10 m or less (Ref. 9790).",NA,0.5625,0,3,"1995-09-23T00:00:00.000Z",949,"2016-06-22T00:00:00.000Z",138,"1995-10-06T00:00:00.000Z",NA,15206
"121","Dasycottus setiger","Dasycottus","setiger",2850,"Bean, 1890","Spinyhead sculpin","Daset_u0.jpg",NA,NA,NA,282,NA,5005,NA,"fusiform / normal","O",NA,NA,0,0,0,-1,"demersal",NA,NA,15,850,50550,NA,NA,NA,11,51978,NA,NA,46.37,73,"TL",NA,NA,80637,NA,NA,NA,NA,NA,1550,NA,51978,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,-1,11007,"harmless",NA,"no special ability",NA,NA,-1,"Found on soft bottoms (Ref. 2850).",NA,1,0,1,"1991-05-01T00:00:00.000Z",65,"2016-05-02T00:00:00.000Z",10,"1994-07-12T00:00:00.000Z",NA,4085
"122","Davidijordania poecilimon","Davidijordania","poecilimon",559,"(Jordan & Fowler, 1902)",NA,NA,NA,NA,NA,188,"Gymnelinae",9962,NA,NA,"O",NA,NA,0,0,0,-1,"bathydemersal",NA,NA,147,262,27311,NA,NA,NA,NA,NA,NA,NA,25.89,15,"TL",NA,NA,56557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA," ",NA," "," ",0,0,0,0,0,0,0,0,0,0,"never/rarely"," ",NA,"never/rarely",NA,"never/rarely"," ",NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,NA,NA,0.5312,0,113,"1996-06-19T00:00:00.000Z",2291,"2014-11-17T00:00:00.000Z",NA,NA,NA,23814
"123","Dendrochirus barberi","Dendrochirus","barberi",3921,"(Steindachner, 1900)","Hawaiian lionfish","Debar_u0.jpg",NA,NA,NA,264,"Pteroinae",3158,NA,"fusiform / normal","O",NA,NA,0,0,0,-1,"reef-associated","non-migratory",NA,1,50,10482,NA,NA,NA,NA,NA,NA,NA,31.96,16.5,"TL",NA,NA,3921,NA,NA,NA,NA,NA,NA,NA,NA,"DEBAR_U0",NA,NA,NA,NA,NA,"high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",5358,0,NA,"venomous",NA,"no special ability",NA,NA,-1,"Found under ledges in turbid lagoons and clear seaward reefs (Ref. 9710).  Collected in depths from near shore to about 50 meters (Ref. 10482).  Benthic in crevices and caves during day, or sometimes benthopelagic at night, at 1-134 m (Ref. 58302).",NA,0.5312,0,3,"1993-04-08T00:00:00.000Z",1472,"2008-01-16T00:00:00.000Z",14,"1994-08-06T00:00:00.000Z",NA,7781
"124","Dendrochirus biocellatus","Dendrochirus","biocellatus",1602,"(Fowler, 1938)","Twospot turkeyfish","Debio_u4.jpg",NA,NA,NA,264,"Pteroinae",3158,NA,"fusiform / normal","O",NA,NA,0,0,0,-1,"reef-associated",NA,NA,1,40,9710,NA,NA,NA,NA,NA,NA,NA,29.01,13,"TL",NA,NA,48635,NA,NA,NA,NA,NA,NA,NA,NA,"DEBIO_U1",NA,NA,NA,NA,NA,"high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",4537,0,NA,"venomous",1602,"no special ability",NA,NA,-1,"An uncommon inhabitant of clear waters rich in corals to depths of  40 m or more.  Feeds on small fishes and crustaceans (Ref. 89972). Secretive and usually observed at night.  During the day in caves and sponges, and usually well out of sight (Ref. 48635).  Venomous spines.",NA,0.5312,0,14,"1992-06-12T00:00:00.000Z",2291,"2014-10-08T00:00:00.000Z",14,"1994-08-06T00:00:00.000Z",NA,5827
"125","Dendrochirus brachypterus","Dendrochirus","brachypterus",4313,"(Cuvier, 1829)","Shortfin turkeyfish","Debra_u0.jpg",NA,NA,NA,264,"Pteroinae",3158,NA,"fusiform / normal","R",NA,NA,0,0,0,-1,"reef-associated",NA,NA,2,80,90102,NA,NA,NA,NA,NA,NA,NA,32.38,17,"TL",NA,NA,9710,NA,NA,NA,NA,NA,NA,NA,NA,"DEBRA_U3",NA,NA,NA,NA,"subsistence fisheries","high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",4907,0,NA,"venomous",4690,"no special ability",NA,NA,-1,"Common in reef flats and shallow lagoons, in areas with weed-covered rocks on sandy substrates.  Adults often found on sponges and juveniles are sometimes found in small aggregations on remote bommies with 10 or so individuals (Ref. 48635).  Nocturnal.  Feeds on small crustaceans (Ref. 37816).",NA,0.5312,0,2,"1992-01-30T00:00:00.000Z",2291,"2013-03-01T00:00:00.000Z",14,"1994-08-06T00:00:00.000Z",NA,4912
"126","Dendrochirus zebra","Dendrochirus","zebra",1602,"(Cuvier, 1829)","Zebra turkeyfish","Dezeb_ub.jpg",NA,NA,NA,264,"Pteroinae",3158,NA,"fusiform / normal","O",NA,NA,0,0,0,-1,"reef-associated",NA,NA,3,80,30874,NA,60,37816,NA,NA,NA,NA,46.15,25,"SL",NA,NA,1602,NA,NA,NA,NA,NA,NA,NA,NA,"DEZEB_U3",NA,NA,NA,NA,"minor commercial","high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,-1,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",4537,0,NA,"venomous",4690,"no special ability",NA,NA,-1,"Found on coral, rubble, or rock bottoms of reef flats (Ref. 9710); also in coastal to outer reef habitats in sheltered lagoons and in caves, sometimes in small aggregations.  Usually shallow, from 3-60m (Ref. 30874) but also reported to 80 m depth.  Pelagic stages travel great distances and expatriate to sub-tropical zones (Ref. 48635).  Spawned in captivity (Ref. 37816).",NA,0.5312,0,14,"1992-06-12T00:00:00.000Z",949,"2006-06-22T00:00:00.000Z",14,"1994-08-06T00:00:00.000Z",NA,5828
"127","Ebinania vermiculata","Ebinania","vermiculata",559,"Sakamoto, 1932",NA,"Ebver_u0.jpg",NA,NA,NA,282,NA,9643,NA,NA,"o",NA,NA,0,0,0,-1,"bathydemersal",NA,NA,271,1010,27311,NA,NA,NA,NA,NA,NA,NA,26.6,30,"SL",NA,NA,559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,NA,NA,0.5078,0,113,"1996-06-26T00:00:00.000Z",2291,"2014-11-14T00:00:00.000Z",NA,NA,NA,23984
"128","Ebosia falcata","Ebosia","falcata",41422,"Eschmeyer & Rama-Rao, 1978",NA,"Ebfal_m1.jpg","Ebfal_m0.jpg","Ebfal_f0.jpg",NA,264,"Pteroinae",9751,NA,"fusiform / normal","O",NA,NA,0,0,0,-1,"demersal",NA,NA,47,243,41422,NA,NA,NA,NA,NA,NA,NA,29.26,9.33,"SL",NA,NA,41422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,-1,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,NA,NA,0.625,0,14,"2002-04-08T00:00:00.000Z",14,"2017-09-28T00:00:00.000Z",NA,NA,NA,59328
"129","Ectreposebastes imus","Ectreposebastes","imus",11015,"Garman, 1899","Midwater scorpionfish","Ecimu_u0.jpg",NA,NA,NA,574,NA,362,NA,"fusiform / normal","R",NA,NA,0,0,0,-1,"bathypelagic",NA,NA,150,2000,559,500,850,36731,NA,NA,NA,NA,11.96,18,"SL",NA,NA,559,10,"TL",NA,NA,4510,NA,NA,NA,"ECIMU_U1",NA,NA,NA,NA,"minor commercial","unknown",NA,NA,NA,NA,"trawls","unspecified bottom trawls (TB)",0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"venomous",57406,"no special ability",NA,NA,-1,"Among all scorpionfishes, it is structurally best adapted for mid-water existence (Ref. 11015).  Benthopelagic (Ref. 58302).  Feeds mainly on crustaceans, amphipods and sergestid shrimps (Ref. 28023).  Anterolateral glandular grooves with venom gland at least in anal-fin spines (Ref. 57406).",NA,0.7578,0,2,"1992-02-18T00:00:00.000Z",1472,"2008-01-16T00:00:00.000Z",1,"1994-03-23T00:00:00.000Z",NA,5101
"130","Elassodiscus caudatus","Elassodiscus","caudatus",26773,"(Gilbert, 1915)","Blackbelly snailfish",NA,NA,NA,NA,615,NA,4750,NA,NA,"R",NA,NA,0,0,0,-1,"bathydemersal",NA,NA,335,1040,51661,NA,NA,NA,NA,NA,NA,NA,14.21,8.5,"SL",7.5,"SL",26773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,NA,NA,0.625,0,113,"1999-02-11T00:00:00.000Z",303,"2005-10-21T00:00:00.000Z",NA,NA,NA,51443
"131","Enophrys bison","Enophrys","bison",2850,"(Girard, 1854)","Buffalo sculpin","Enbis_u2.jpg",NA,NA,NA,277,NA,1418,NA,"fusiform / normal","O",NA,NA,0,0,0,-1,"demersal",NA,NA,NA,20,2850,NA,NA,NA,NA,NA,NA,NA,60.91,37,"TL",NA,NA,2850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"public aquariums","based mainly on capture",9183,-1,NA,"harmless",NA,"no special ability",NA,NA,-1,"Commonly found in inshore rocky and sandy areas (Ref. 2850).  Feeds mainly on algae (Ref. 2850) but also shrimps, crabs, amphipods, mussels, and small fishes (Ref. 4925).",NA,0.5625,0,1,"1991-05-01T00:00:00.000Z",113,"1999-03-25T00:00:00.000Z",10,"1994-07-12T00:00:00.000Z",NA,4086
"132","Enophrys diceraus","Enophrys","diceraus",2850,"(Pallas, 1787)","Antlered sculpin","Endic_u0.jpg",NA,NA,NA,277,NA,1418,NA,"elongated","O",NA,NA,0,0,0,-1,"demersal",NA,NA,0,380,50550,NA,NA,NA,NA,NA,NA,NA,54.57,32,"TL",NA,NA,56527,NA,NA,NA,NA,NA,760,NA,56527,NA,NA,NA,NA,NA,NA,"low","Very questionable: based on ex-vessel price for species in this family",NA," ",NA," "," ",0,0,0,0,0,0,0,0,0,0,"never/rarely"," ",NA,"never/rarely",NA,"never/rarely"," ",NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,NA,NA,0.5625,0,1,"1991-05-01T00:00:00.000Z",65,"2014-02-27T00:00:00.000Z",10,"1994-07-12T00:00:00.000Z",NA,4087
"133","Enophrys lucasi","Enophrys","lucasi",2850,"(Jordan & Gilbert, 1898)","Leister sculpin","Enluc_u0.gif",NA,NA,NA,277,NA,1418,NA,"elongated","O",NA,NA,0,0,0,-1,"demersal","amphidromous",51243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.29,20,"TL",NA,NA,2850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,NA,NA,0.5625,0,1,"1991-05-01T00:00:00.000Z",65,"2014-02-27T00:00:00.000Z",10,"1994-07-12T00:00:00.000Z",NA,4088
"134","Enophrys taurina","Enophrys","taurina",2850,"Gilbert, 1914","Bull sculpin",NA,NA,NA,NA,277,NA,1418,NA,NA,"O",NA,NA,0,0,0,-1,"demersal",NA,NA,11,256,2850,NA,NA,NA,NA,NA,NA,NA,36.7,17,"TL",NA,NA,2850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,NA,NA,NA,NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,NA,NA,0.5625,0,1,"1991-05-01T00:00:00.000Z",10,"1999-02-12T00:00:00.000Z",10,"1994-07-12T00:00:00.000Z",NA,4089
"135","Erisphex pottii","Erisphex","pottii",559,"(Steindachner, 1896)",NA,"Erpot_u0.jpg",NA,NA,NA,268,NA,3240,NA,"elongated","O",NA,NA,0,0,0,-1,"demersal",NA,NA,10,64,86942,NA,NA,NA,NA,NA,NA,NA,10,12,"TL",NA,NA,559,NA,NA,NA,NA,NA,NA,NA,NA,"ERPOT_U0",NA,NA,NA,637,NA,"unknown",NA,NA,NA,NA,"trawls","unspecified bottom trawls (TB)",0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,NA,NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Occurs in shallow waters on sand or mud bottoms.  Processed into animal feeds and fertilizers (Ref. 637).  Neither anterolateral glandular groove nor venom gland is present (Ref. 57406).",NA,0.5625,0,1,"1994-03-29T00:00:00.000Z",2291,"2015-04-22T00:00:00.000Z",3,"1994-08-25T00:00:00.000Z",NA,9238
"136","Ernogrammus hexagrammus","Ernogrammus","hexagrammus",559,"(Schlegel, 1845)","Six-lined prickleback","Erhex_u1.jpg",NA,NA,NA,393,"Stichaeinae",9960,NA,"elongated","o",NA,NA,0,0,0,-1,"demersal",NA,NA,0,142,50610,NA,NA,NA,NA,NA,NA,NA,36.9,15,"SL",NA,NA,559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Inhabit coastal, near rocky reefs among algae and rocks; also brackish waters (Ref. 51666).  This nocturnal fish hide between stones during the day and move to sandy areas in the evening for foraging.  Feeds mainly on polychaetes and mysids, decapod crustaceans, fishes, algae and sipunculans.  A solitary species with low level of contacts and aggression.  Potential predators include <i>Squalus acanthias</i>, <i>Sebastes taczanowskii</i>, and <i>S. trivittatus</i>, sea scorpions <i>Myoxocephalus</i>, and cormorants (Ref. 86742).  Oviparous, eggs are guarded by the male (Ref. 58332).",NA,0.625,0,113,"1996-06-19T00:00:00.000Z",65,"2013-07-15T00:00:00.000Z",NA,NA,NA,23788
"137","Erosa erosa","Erosa","erosa",3132,"(Cuvier, 1829)","Pitted stonefish","Erero_u0.jpg",NA,NA,NA,578,"Synanceiinae",3317,NA,"short and / or deep","O",NA,NA,0,0,0,-1,"reef-associated",NA,NA,0,90,90102,NA,NA,NA,NA,NA,NA,NA,28.54,15,"TL",NA,NA,3132,NA,NA,NA,NA,NA,NA,NA,NA,"ERERO_U1",NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"venomous",57406,"no special ability",NA,NA,-1,"Inhabits trawling grounds (Ref. 57406).  Benthic (Ref. 75154).  Anterolateral glandular grooves with venom gland (Ref. 57406).",NA,1,0,2,"1994-06-14T00:00:00.000Z",2291,"2013-03-05T00:00:00.000Z",14,"1994-08-06T00:00:00.000Z",NA,10752
"138","Esselenichthys carli","Esselenichthys","carli",48788,"(Follett & Anderson, 1990)","Threeline prickleback",NA,NA,NA,NA,393,"Xiphisterinae",7122,NA,NA,"o",NA,NA,0,0,0,-1,"demersal",NA,NA,1,26,48788,NA,NA,NA,NA,NA,NA,NA,38.58,17.1,"SL",NA,NA,48788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Found on rocky and sandy areas among kelp, in crevices, or kelp holdfasts (Ref. 48788).; subtidal (Ref. 51666).",NA,0.75,0,113,"2003-09-18T00:00:00.000Z",14,"2005-10-04T00:00:00.000Z",NA,NA,NA,61162
"139","Eucryphycus californicus","Eucryphycus","californicus",51665,"(Starks & Mann, 1911)","Persimmon eelpout",NA,NA,NA,NA,188,"Lycodinae",9360,NA,NA,"O",NA,NA,0,0,0,-1,"demersal",NA,NA,73,545,11954,NA,210,NA,NA,NA,NA,NA,31.34,22,"TL",NA,NA,2850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Occurs in dead bottom-drifting kelp or eelgrass that accumulates in submarine canyons and deep basins.  Usually found at less than 210 m depth.  Feeds mainly on amphipod crustaceans (Ref. 2850).",NA,1,0,1,"1991-05-01T00:00:00.000Z",303,"2008-07-09T00:00:00.000Z",10,"1994-07-04T00:00:00.000Z",NA,3149
"140","Eumesogrammus praecisus","Eumesogrammus","praecisus",7251,"(Krøyer, 1836)","Fourline snakeblenny","Eupra_u0.jpg",NA,NA,NA,393,"Stichaeinae",5332,NA,"elongated","O",NA,NA,0,0,0,-1,"benthopelagic",NA,NA,5,400,58426,NA,NA,NA,NA,NA,NA,NA,39.32,22,"TL",NA,NA,7251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Occurs over sand to gravel-and-stone bottoms at depths of 16-400 meters, typically shallower than 70 meters (Ref. 51666).  Benthic; feeds on crustaceans (Ref. 58426).",NA,1,0,1,"1991-05-01T00:00:00.000Z",1472,"2007-07-06T00:00:00.000Z",10,"1994-08-27T00:00:00.000Z",NA,3783
"141","Eumicrotremus andriashevi","Eumicrotremus","andriashevi",7251,"Perminov, 1936","Pimpled lumpsucker",NA,NA,NA,NA,284,NA,3326,NA,NA,"o",NA,NA,0,0,0,-1,"demersal",NA,NA,20,83,50610,NA,NA,NA,NA,NA,NA,NA,10.53,4.8,"SL",NA,NA,48811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,NA,NA,0.5,0,113,"1999-02-11T00:00:00.000Z",949,"2006-07-31T00:00:00.000Z",NA,NA,NA,51419
